Year,Month,Day,Hour,Minute,Temperature,GHI
2018,3,30,23,0,25.9,0
2018,3,31,0,0,25.5,0
2018,3,31,1,0,26.5,12
2018,3,31,2,0,29.1,205
2018,3,31,3,0,32.4,443
2018,3,31,4,0,34.8,664
2018,3,31,5,0,36.7,834
2018,3,31,6,0,38.1,944
2018,3,31,7,0,39,970
2018,3,31,8,0,39.4,911
2018,3,31,9,0,39,782
2018,3,31,10,0,37.6,586
2018,3,31,11,0,36.1,353
2018,3,31,12,0,34.4,9
2018,3,31,13,0,32.7,0
2018,3,31,14,0,31.3,0
2018,3,31,15,0,30.1,0
2018,3,31,16,0,29.2,0
2018,3,31,17,0,28.5,0
2018,3,31,18,0,27.9,0
2018,3,31,19,0,27.6,0
2018,3,31,20,0,27.3,0
2018,3,31,21,0,27.2,0
2018,3,31,22,0,27,0
2018,3,31,23,0,26.5,0
2018,4,1,0,0,26.3,0
2018,4,1,1,0,27.3,12
2018,4,1,2,0,29.8,206
2018,4,1,3,0,32.9,445
2018,4,1,4,0,35.1,666
2018,4,1,5,0,36.8,838
2018,4,1,6,0,38.2,960
2018,4,1,7,0,39.1,989
2018,4,1,8,0,39.4,937
2018,4,1,9,0,39.1,692
2018,4,1,10,0,38.2,599
2018,4,1,11,0,36.7,371
2018,4,1,12,0,34.4,9
2018,4,1,13,0,31.9,0
2018,4,1,14,0,30.2,0
2018,4,1,15,0,29.1,0
2018,4,1,16,0,28.5,0
2018,4,1,17,0,28,0
2018,4,1,18,0,27.4,0
2018,4,1,19,0,26.9,0
2018,4,1,20,0,26.4,0
2018,4,1,21,0,26,0
2018,4,1,22,0,25.6,0
2018,4,1,23,0,25.3,0
2018,4,2,0,0,25.1,0
2018,4,2,1,0,26.3,14
2018,4,2,2,0,28.8,212
2018,4,2,3,0,31.5,454
2018,4,2,4,0,34.1,676
2018,4,2,5,0,36.1,849
2018,4,2,6,0,37.4,959
2018,4,2,7,0,38.2,988
2018,4,2,8,0,38.4,935
2018,4,2,9,0,38.2,804
2018,4,2,10,0,37.4,616
2018,4,2,11,0,36.1,384
2018,4,2,12,0,34,124
2018,4,2,13,0,31.9,0
2018,4,2,14,0,30.3,0
2018,4,2,15,0,29,0
2018,4,2,16,0,28.3,0
2018,4,2,17,0,27.7,0
2018,4,2,18,0,27.2,0
2018,4,2,19,0,26.7,0
2018,4,2,20,0,26.4,0
2018,4,2,21,0,26.1,0
2018,4,2,22,0,26,0
2018,4,2,23,0,25.8,0
2018,4,3,0,0,25.5,0
2018,4,3,1,0,26.5,14
2018,4,3,2,0,29,211
2018,4,3,3,0,31.8,453
2018,4,3,4,0,34.2,677
2018,4,3,5,0,35.9,851
2018,4,3,6,0,37.1,964
2018,4,3,7,0,38.1,918
2018,4,3,8,0,38.6,763
2018,4,3,9,0,38.4,803
2018,4,3,10,0,37.7,614
2018,4,3,11,0,36.3,382
2018,4,3,12,0,34.2,144
2018,4,3,13,0,32.1,0
2018,4,3,14,0,30.8,0
2018,4,3,15,0,29.6,0
2018,4,3,16,0,28.8,0
2018,4,3,17,0,28.1,0
2018,4,3,18,0,27.6,0
2018,4,3,19,0,27.1,0
2018,4,3,20,0,26.6,0
2018,4,3,21,0,26.3,0
2018,4,3,22,0,26,0
2018,4,3,23,0,25.5,0
2018,4,4,0,0,25.2,0
2018,4,4,1,0,26.4,18
2018,4,4,2,0,28.4,220
2018,4,4,3,0,30.5,466
2018,4,4,4,0,32.5,694
2018,4,4,5,0,34.3,874
2018,4,4,6,0,36,989
2018,4,4,7,0,37.5,1021
2018,4,4,8,0,38.3,966
2018,4,4,9,0,38.4,835
2018,4,4,10,0,37.7,639
2018,4,4,11,0,36.1,401
2018,4,4,12,0,34.1,155
2018,4,4,13,0,32,0
2018,4,4,14,0,30.5,0
2018,4,4,15,0,29.4,0
2018,4,4,16,0,28.5,0
2018,4,4,17,0,27.6,0
2018,4,4,18,0,26.9,0
2018,4,4,19,0,26.4,0
2018,4,4,20,0,26.1,0
2018,4,4,21,0,25.9,0
2018,4,4,22,0,25.7,0
2018,4,4,23,0,25.5,0
2018,4,5,0,0,25.5,0
2018,4,5,1,0,26.8,19
2018,4,5,2,0,29,226
2018,4,5,3,0,31.1,471
2018,4,5,4,0,33.3,697
2018,4,5,5,0,35.3,876
2018,4,5,6,0,36.8,996
2018,4,5,7,0,37.6,971
2018,4,5,8,0,37.7,889
2018,4,5,9,0,37,749
2018,4,5,10,0,36.3,550
2018,4,5,11,0,35.3,384
2018,4,5,12,0,33.4,157
2018,4,5,13,0,31.3,0
2018,4,5,14,0,29.9,0
2018,4,5,15,0,28.7,0
2018,4,5,16,0,27.8,0
2018,4,5,17,0,27,0
2018,4,5,18,0,26.6,0
2018,4,5,19,0,26.2,0
2018,4,5,20,0,25.8,0
2018,4,5,21,0,25.4,0
2018,4,5,22,0,25.2,0
2018,4,5,23,0,24.9,0
2018,4,6,0,0,24.9,0
2018,4,6,1,0,26.2,19
2018,4,6,2,0,28.7,116
2018,4,6,3,0,31.4,349
2018,4,6,4,0,33.9,545
2018,4,6,5,0,36,689
2018,4,6,6,0,37.3,729
2018,4,6,7,0,37.3,595
2018,4,6,8,0,37.2,474
2018,4,6,9,0,37,600
2018,4,6,10,0,36.4,478
2018,4,6,11,0,35.9,410
2018,4,6,12,0,33.7,159
2018,4,6,13,0,31.3,0
2018,4,6,14,0,30.1,0
2018,4,6,15,0,28.7,0
2018,4,6,16,0,27.8,0
2018,4,6,17,0,26.9,0
2018,4,6,18,0,26.2,0
2018,4,6,19,0,25.7,0
2018,4,6,20,0,25.3,0
2018,4,6,21,0,25.1,0
2018,4,6,22,0,24.9,0
2018,4,6,23,0,24.8,0
2018,4,7,0,0,24.7,0
2018,4,7,1,0,26.2,24
2018,4,7,2,0,29,236
2018,4,7,3,0,31.8,486
2018,4,7,4,0,34.4,711
2018,4,7,5,0,36.4,888
2018,4,7,6,0,37.9,997
2018,4,7,7,0,38.8,1023
2018,4,7,8,0,39.1,968
2018,4,7,9,0,38.9,825
2018,4,7,10,0,38,632
2018,4,7,11,0,36.4,398
2018,4,7,12,0,34.2,154
2018,4,7,13,0,32.1,0
2018,4,7,14,0,30.6,0
2018,4,7,15,0,29.4,0
2018,4,7,16,0,28.5,0
2018,4,7,17,0,27.8,0
2018,4,7,18,0,27.3,0
2018,4,7,19,0,26.8,0
2018,4,7,20,0,26.3,0
2018,4,7,21,0,26,0
2018,4,7,22,0,25.8,0
2018,4,7,23,0,25.5,0
2018,4,8,0,0,25.2,0
2018,4,8,1,0,26.7,30
2018,4,8,2,0,28.9,247
2018,4,8,3,0,31.1,497
2018,4,8,4,0,33.2,721
2018,4,8,5,0,34.9,892
2018,4,8,6,0,36.1,1001
2018,4,8,7,0,36.6,1025
2018,4,8,8,0,36.4,754
2018,4,8,9,0,35.8,798
2018,4,8,10,0,34.9,642
2018,4,8,11,0,33.6,407
2018,4,8,12,0,32.1,161
2018,4,8,13,0,31,0
2018,4,8,14,0,30.3,0
2018,4,8,15,0,29.6,0
2018,4,8,16,0,28.8,0
2018,4,8,17,0,28.2,0
2018,4,8,18,0,27.5,0
2018,4,8,19,0,26.9,0
2018,4,8,20,0,26.6,0
2018,4,8,21,0,26.3,0
2018,4,8,22,0,26.2,0
2018,4,8,23,0,26,0
2018,4,9,0,0,25.9,0
2018,4,9,1,0,26.6,32
2018,4,9,2,0,28.1,247
2018,4,9,3,0,29.9,251
2018,4,9,4,0,31.7,508
2018,4,9,5,0,33.4,559
2018,4,9,6,0,34.6,895
2018,4,9,7,0,35.3,910
2018,4,9,8,0,35.4,947
2018,4,9,9,0,34.9,791
2018,4,9,10,0,33.9,637
2018,4,9,11,0,32.8,40
2018,4,9,12,0,31.5,161
2018,4,9,13,0,30.1,0
2018,4,9,14,0,29.1,0
2018,4,9,15,0,28.2,0
2018,4,9,16,0,27.5,0
2018,4,9,17,0,26.9,0
2018,4,9,18,0,26.4,0
2018,4,9,19,0,26,0
2018,4,9,20,0,25.8,0
2018,4,9,21,0,25.5,0
2018,4,9,22,0,25.2,0
2018,4,9,23,0,25,0
2018,4,10,0,0,24.8,0
2018,4,10,1,0,26,38
2018,4,10,2,0,27.9,259
2018,4,10,3,0,30.1,508
2018,4,10,4,0,32.2,730
2018,4,10,5,0,33.6,899
2018,4,10,6,0,34.5,1005
2018,4,10,7,0,35,682
2018,4,10,8,0,34.8,445
2018,4,10,9,0,34.3,793
2018,4,10,10,0,33.3,645
2018,4,10,11,0,32.1,370
2018,4,10,12,0,30.4,145
2018,4,10,13,0,28.8,0
2018,4,10,14,0,27.9,0
2018,4,10,15,0,27.4,0
2018,4,10,16,0,27,0
2018,4,10,17,0,26.7,0
2018,4,10,18,0,26.4,0
2018,4,10,19,0,26.1,0
2018,4,10,20,0,25.9,0
2018,4,10,21,0,25.9,0
2018,4,10,22,0,25.7,0
2018,4,10,23,0,25.5,0
2018,4,11,0,0,25.4,0
2018,4,11,1,0,26.2,23
2018,4,11,2,0,27.4,134
2018,4,11,3,0,28.7,505
2018,4,11,4,0,29.9,627
2018,4,11,5,0,30.9,724
2018,4,11,6,0,31.7,923
2018,4,11,7,0,32.4,1015
2018,4,11,8,0,32.9,960
2018,4,11,9,0,33.1,784
2018,4,11,10,0,32.9,624
2018,4,11,11,0,32.1,408
2018,4,11,12,0,30.4,163
2018,4,11,13,0,28.8,0
2018,4,11,14,0,28.3,0
2018,4,11,15,0,27.8,0
2018,4,11,16,0,27.3,0
2018,4,11,17,0,26.8,0
2018,4,11,18,0,26.4,0
2018,4,11,19,0,26,0
2018,4,11,20,0,25.7,0
2018,4,11,21,0,25.5,0
2018,4,11,22,0,25.3,0
2018,4,11,23,0,25.2,0
2018,4,12,0,0,25,0
2018,4,12,1,0,26,32
2018,4,12,2,0,27.7,201
2018,4,12,3,0,29.7,411
2018,4,12,4,0,31.5,637
2018,4,12,5,0,33,785
2018,4,12,6,0,34.2,818
2018,4,12,7,0,35.1,816
2018,4,12,8,0,35.5,901
2018,4,12,9,0,35.3,695
2018,4,12,10,0,34.7,574
2018,4,12,11,0,33.5,393
2018,4,12,12,0,31.5,14
2018,4,12,13,0,29.8,0
2018,4,12,14,0,28.8,0
2018,4,12,15,0,27.8,0
2018,4,12,16,0,27.3,0
2018,4,12,17,0,27,0
2018,4,12,18,0,26.7,0
2018,4,12,19,0,26.4,0
2018,4,12,20,0,26.1,0
2018,4,12,21,0,25.9,0
2018,4,12,22,0,25.7,0
2018,4,12,23,0,25.5,0
2018,4,13,0,0,25.4,0
2018,4,13,1,0,26.3,35
2018,4,13,2,0,27.7,216
2018,4,13,3,0,29.2,400
2018,4,13,4,0,30.9,623
2018,4,13,5,0,32.5,799
2018,4,13,6,0,34.2,909
2018,4,13,7,0,35.4,901
2018,4,13,8,0,36,683
2018,4,13,9,0,35.5,69
2018,4,13,10,0,34.7,43
2018,4,13,11,0,33.5,22
2018,4,13,12,0,31.3,120
2018,4,13,13,0,29.2,0
2018,4,13,14,0,28.3,0
2018,4,13,15,0,27.4,0
2018,4,13,16,0,26.7,0
2018,4,13,17,0,26.3,0
2018,4,13,18,0,25.9,0
2018,4,13,19,0,25.6,0
2018,4,13,20,0,25.5,0
2018,4,13,21,0,25.5,0
2018,4,13,22,0,25.4,0
2018,4,13,23,0,25.3,0
2018,4,14,0,0,25.1,0
2018,4,14,1,0,26.1,20
2018,4,14,2,0,27.7,115
2018,4,14,3,0,29.6,191
2018,4,14,4,0,31.5,415
2018,4,14,5,0,32.7,663
2018,4,14,6,0,33.4,696
2018,4,14,7,0,34.1,714
2018,4,14,8,0,34.1,723
2018,4,14,9,0,33.8,739
2018,4,14,10,0,33.1,601
2018,4,14,11,0,32.1,395
2018,4,14,12,0,30.2,155
2018,4,14,13,0,28.3,0
2018,4,14,14,0,27.7,0
2018,4,14,15,0,27.1,0
2018,4,14,16,0,26.7,0
2018,4,14,17,0,26.4,0
2018,4,14,18,0,26.1,0
2018,4,14,19,0,25.8,0
2018,4,14,20,0,25.6,0
2018,4,14,21,0,25.5,0
2018,4,14,22,0,25.5,0
2018,4,14,23,0,25.5,0
2018,4,15,0,0,25.5,0
2018,4,15,1,0,26,32
2018,4,15,2,0,26.8,189
2018,4,15,3,0,27.9,380
2018,4,15,4,0,29.2,588
2018,4,15,5,0,30.2,738
2018,4,15,6,0,31.1,746
2018,4,15,7,0,31.9,796
2018,4,15,8,0,32.1,772
2018,4,15,9,0,32.1,689
2018,4,15,10,0,31.7,509
2018,4,15,11,0,31,340
2018,4,15,12,0,29.3,167
2018,4,15,13,0,27.6,0
2018,4,15,14,0,27,0
2018,4,15,15,0,26.5,0
2018,4,15,16,0,26,0
2018,4,15,17,0,25.5,0
2018,4,15,18,0,25.2,0
2018,4,15,19,0,24.9,0
2018,4,15,20,0,24.7,0
2018,4,15,21,0,24.6,0
2018,4,15,22,0,24.7,0
2018,4,15,23,0,24.6,0
2018,4,16,0,0,24.4,0
2018,4,16,1,0,25.9,34
2018,4,16,2,0,28.8,208
2018,4,16,3,0,31.1,438
2018,4,16,4,0,32.8,618
2018,4,16,5,0,34.3,753
2018,4,16,6,0,35.3,917
2018,4,16,7,0,35.7,957
2018,4,16,8,0,35.9,912
2018,4,16,9,0,35.2,797
2018,4,16,10,0,34.3,520
2018,4,16,11,0,33,90
2018,4,16,12,0,31.2,9
2018,4,16,13,0,29.4,0
2018,4,16,14,0,28.6,0
2018,4,16,15,0,27.9,0
2018,4,16,16,0,27.3,0
2018,4,16,17,0,26.9,0
2018,4,16,18,0,26.5,0
2018,4,16,19,0,26.3,0
2018,4,16,20,0,26.2,0
2018,4,16,21,0,26.1,0
2018,4,16,22,0,26,0
2018,4,16,23,0,26,0
2018,4,17,0,0,26,0
2018,4,17,1,0,26.9,38
2018,4,17,2,0,28.2,226
2018,4,17,3,0,29.6,465
2018,4,17,4,0,31.1,624
2018,4,17,5,0,32.9,825
2018,4,17,6,0,34.4,938
2018,4,17,7,0,35.5,726
2018,4,17,8,0,36.3,893
2018,4,17,9,0,36.5,780
2018,4,17,10,0,36.3,602
2018,4,17,11,0,35.4,409
2018,4,17,12,0,32.9,155
2018,4,17,13,0,30.1,0
2018,4,17,14,0,29.1,0
2018,4,17,15,0,28.1,0
2018,4,17,16,0,27.2,0
2018,4,17,17,0,26.5,0
2018,4,17,18,0,26,0
2018,4,17,19,0,25.6,0
2018,4,17,20,0,25.4,0
2018,4,17,21,0,25.4,0
2018,4,17,22,0,25.3,0
2018,4,17,23,0,25.2,0
2018,4,18,0,0,25.1,0
2018,4,18,1,0,26.6,45
2018,4,18,2,0,29.2,266
2018,4,18,3,0,31.3,513
2018,4,18,4,0,33.1,340
2018,4,18,5,0,34.7,439
2018,4,18,6,0,36,573
2018,4,18,7,0,36.8,890
2018,4,18,8,0,37,915
2018,4,18,9,0,36.7,803
2018,4,18,10,0,35.8,598
2018,4,18,11,0,34.4,375
2018,4,18,12,0,32.2,162
2018,4,18,13,0,30.1,0
2018,4,18,14,0,28.9,0
2018,4,18,15,0,28.1,0
2018,4,18,16,0,27.4,0
2018,4,18,17,0,26.9,0
2018,4,18,18,0,26.4,0
2018,4,18,19,0,25.9,0
2018,4,18,20,0,25.5,0
2018,4,18,21,0,25.1,0
2018,4,18,22,0,24.8,0
2018,4,18,23,0,24.6,0
2018,4,19,0,0,24.6,0
2018,4,19,1,0,26.6,30
2018,4,19,2,0,29.9,175
2018,4,19,3,0,32.6,370
2018,4,19,4,0,34.6,526
2018,4,19,5,0,36.3,860
2018,4,19,6,0,37.4,893
2018,4,19,7,0,38.1,838
2018,4,19,8,0,38.3,862
2018,4,19,9,0,38,803
2018,4,19,10,0,37.1,635
2018,4,19,11,0,35.7,395
2018,4,19,12,0,33.4,161
2018,4,19,13,0,31.1,0
2018,4,19,14,0,29.9,0
2018,4,19,15,0,28.9,0
2018,4,19,16,0,28.2,0
2018,4,19,17,0,27.5,0
2018,4,19,18,0,26.9,0
2018,4,19,19,0,26.4,0
2018,4,19,20,0,26.1,0
2018,4,19,21,0,25.9,0
2018,4,19,22,0,25.8,0
2018,4,19,23,0,25.5,0
2018,4,20,0,0,25.4,0
2018,4,20,1,0,27.1,43
2018,4,20,2,0,30.5,257
2018,4,20,3,0,33.3,441
2018,4,20,4,0,35.1,655
2018,4,20,5,0,36.8,823
2018,4,20,6,0,38.1,915
2018,4,20,7,0,39.1,925
2018,4,20,8,0,39.5,890
2018,4,20,9,0,39.4,782
2018,4,20,10,0,38.7,592
2018,4,20,11,0,37.4,356
2018,4,20,12,0,34.8,151
2018,4,20,13,0,32.1,0
2018,4,20,14,0,30.7,0
2018,4,20,15,0,29.3,0
2018,4,20,16,0,28.4,0
2018,4,20,17,0,27.8,0
2018,4,20,18,0,27.3,0
2018,4,20,19,0,26.9,0
2018,4,20,20,0,26.7,0
2018,4,20,21,0,26.5,0
2018,4,20,22,0,26.3,0
2018,4,20,23,0,26.1,0
2018,4,21,0,0,26,0
2018,4,21,1,0,27.2,43
2018,4,21,2,0,29.8,257
2018,4,21,3,0,32.1,499
2018,4,21,4,0,34.2,664
2018,4,21,5,0,35.9,799
2018,4,21,6,0,37,962
2018,4,21,7,0,37.7,937
2018,4,21,8,0,38,903
2018,4,21,9,0,37.7,807
2018,4,21,10,0,36.8,620
2018,4,21,11,0,35.3,391
2018,4,21,12,0,33.1,152
2018,4,21,13,0,30.8,0
2018,4,21,14,0,29.5,0
2018,4,21,15,0,28.5,0
2018,4,21,16,0,27.8,0
2018,4,21,17,0,27.3,0
2018,4,21,18,0,26.8,0
2018,4,21,19,0,26.5,0
2018,4,21,20,0,26.1,0
2018,4,21,21,0,25.8,0
2018,4,21,22,0,25.5,0
2018,4,21,23,0,25.3,0
2018,4,22,0,0,25.2,0
2018,4,22,1,0,26.7,45
2018,4,22,2,0,29.4,260
2018,4,22,3,0,32.3,501
2018,4,22,4,0,34.7,718
2018,4,22,5,0,36.6,882
2018,4,22,6,0,38,994
2018,4,22,7,0,38.8,1015
2018,4,22,8,0,39.1,958
2018,4,22,9,0,38.8,828
2018,4,22,10,0,37.9,637
2018,4,22,11,0,36.4,403
2018,4,22,12,0,34.2,159
2018,4,22,13,0,31.9,0
2018,4,22,14,0,30.5,0
2018,4,22,15,0,29.4,0
2018,4,22,16,0,28.7,0
2018,4,22,17,0,28.2,0
2018,4,22,18,0,27.8,0
2018,4,22,19,0,27.3,0
2018,4,22,20,0,27,0
2018,4,22,21,0,26.8,0
2018,4,22,22,0,26.6,0
2018,4,22,23,0,26.3,0
2018,4,23,0,0,26,0
2018,4,23,1,0,27.3,46
2018,4,23,2,0,30,244
2018,4,23,3,0,32.7,481
2018,4,23,4,0,34.8,721
2018,4,23,5,0,36.5,886
2018,4,23,6,0,37.6,902
2018,4,23,7,0,38.2,957
2018,4,23,8,0,38.2,915
2018,4,23,9,0,37.7,800
2018,4,23,10,0,36.9,583
2018,4,23,11,0,35.6,376
2018,4,23,12,0,33.6,156
2018,4,23,13,0,31.3,0
2018,4,23,14,0,30.2,0
2018,4,23,15,0,29.2,0
2018,4,23,16,0,28.4,0
2018,4,23,17,0,27.8,0
2018,4,23,18,0,27.2,0
2018,4,23,19,0,26.7,0
2018,4,23,20,0,26.3,0
2018,4,23,21,0,25.9,0
2018,4,23,22,0,25.7,0
2018,4,23,23,0,25.5,0
2018,4,24,0,0,25.4,0
2018,4,24,1,0,27,47
2018,4,24,2,0,30.5,266
2018,4,24,3,0,33.6,511
2018,4,24,4,0,36,730
2018,4,24,5,0,37.8,893
2018,4,24,6,0,39.2,1000
2018,4,24,7,0,40,1018
2018,4,24,8,0,40.2,960
2018,4,24,9,0,39.8,809
2018,4,24,10,0,38.8,621
2018,4,24,11,0,37.1,391
2018,4,24,12,0,34.7,153
2018,4,24,13,0,32.2,0
2018,4,24,14,0,30.8,0
2018,4,24,15,0,29.9,0
2018,4,24,16,0,29.2,0
2018,4,24,17,0,28.6,0
2018,4,24,18,0,28.1,0
2018,4,24,19,0,27.6,0
2018,4,24,20,0,27.2,0
2018,4,24,21,0,26.7,0
2018,4,24,22,0,26.3,0
2018,4,24,23,0,26,0
2018,4,25,0,0,25.9,0
2018,4,25,1,0,27.2,43
2018,4,25,2,0,30.3,257
2018,4,25,3,0,33,494
2018,4,25,4,0,35.4,708
2018,4,25,5,0,37.4,869
2018,4,25,6,0,38.9,964
2018,4,25,7,0,39.9,984
2018,4,25,8,0,40.3,924
2018,4,25,9,0,39.9,796
2018,4,25,10,0,39.2,607
2018,4,25,11,0,37.9,379
2018,4,25,12,0,35.9,147
2018,4,25,13,0,33.7,0
2018,4,25,14,0,32.3,0
2018,4,25,15,0,31.1,0
2018,4,25,16,0,30.2,0
2018,4,25,17,0,29.5,0
2018,4,25,18,0,28.9,0
2018,4,25,19,0,28.5,0
2018,4,25,20,0,28.1,0
2018,4,25,21,0,27.8,0
2018,4,25,22,0,27.4,0
2018,4,25,23,0,27,0
2018,4,26,0,0,26.8,0
2018,4,26,1,0,27.8,42
2018,4,26,2,0,29.7,252
2018,4,26,3,0,32,485
2018,4,26,4,0,34.1,695
2018,4,26,5,0,35.9,854
2018,4,26,6,0,37.4,969
2018,4,26,7,0,38.3,988
2018,4,26,8,0,38.8,930
2018,4,26,9,0,38.4,777
2018,4,26,10,0,37.6,592
2018,4,26,11,0,36.1,367
2018,4,26,12,0,34,139
2018,4,26,13,0,31.9,0
2018,4,26,14,0,30.6,0
2018,4,26,15,0,29.7,0
2018,4,26,16,0,29.1,0
2018,4,26,17,0,28.6,0
2018,4,26,18,0,28.2,0
2018,4,26,19,0,27.9,0
2018,4,26,20,0,27.6,0
2018,4,26,21,0,27.3,0
2018,4,26,22,0,27.1,0
2018,4,26,23,0,26.9,0
2018,4,27,0,0,26.8,0
2018,4,27,1,0,27.5,41
2018,4,27,2,0,29.2,251
2018,4,27,3,0,31.1,459
2018,4,27,4,0,32.8,667
2018,4,27,5,0,34,859
2018,4,27,6,0,35,956
2018,4,27,7,0,35.5,975
2018,4,27,8,0,35.7,866
2018,4,27,9,0,35.6,707
2018,4,27,10,0,35.2,523
2018,4,27,11,0,34.4,378
2018,4,27,12,0,32.9,146
2018,4,27,13,0,31.2,0
2018,4,27,14,0,30.5,0
2018,4,27,15,0,29.7,0
2018,4,27,16,0,29.1,0
2018,4,27,17,0,28.5,0
2018,4,27,18,0,28,0
2018,4,27,19,0,27.5,0
2018,4,27,20,0,27.2,0
2018,4,27,21,0,26.9,0
2018,4,27,22,0,26.6,0
2018,4,27,23,0,26.5,0
2018,4,28,0,0,26.4,0
2018,4,28,1,0,27.7,36
2018,4,28,2,0,29.2,194
2018,4,28,3,0,30.6,440
2018,4,28,4,0,31.8,536
2018,4,28,5,0,33,725
2018,4,28,6,0,33.9,768
2018,4,28,7,0,34.2,891
2018,4,28,8,0,34.1,825
2018,4,28,9,0,33.7,658
2018,4,28,10,0,33.1,515
2018,4,28,11,0,32.3,324
2018,4,28,12,0,31.2,64
2018,4,28,13,0,30,0
2018,4,28,14,0,29.3,0
2018,4,28,15,0,28.6,0
2018,4,28,16,0,28.1,0
2018,4,28,17,0,27.6,0
2018,4,28,18,0,27.2,0
2018,4,28,19,0,26.8,0
2018,4,28,20,0,26.4,0
2018,4,28,21,0,26.1,0
2018,4,28,22,0,25.9,0
2018,4,28,23,0,25.7,0
2018,4,29,0,0,25.6,0
2018,4,29,1,0,27.8,38
2018,4,29,2,0,30.6,188
2018,4,29,3,0,33.1,331
2018,4,29,4,0,35.5,538
2018,4,29,5,0,37.3,678
2018,4,29,6,0,38.7,708
2018,4,29,7,0,39.5,760
2018,4,29,8,0,39.8,769
2018,4,29,9,0,39.4,487
2018,4,29,10,0,38.5,396
2018,4,29,11,0,36.9,106
2018,4,29,12,0,34.8,117
2018,4,29,13,0,32.6,0
2018,4,29,14,0,31.1,0
2018,4,29,15,0,30.2,0
2018,4,29,16,0,29.5,0
2018,4,29,17,0,29,0
2018,4,29,18,0,28.5,0
2018,4,29,19,0,28.1,0
2018,4,29,20,0,27.7,0
2018,4,29,21,0,27.3,0
2018,4,29,22,0,27,0
2018,4,29,23,0,26.8,0
2018,4,30,0,0,26.7,0
2018,4,30,1,0,28.4,45
2018,4,30,2,0,31.1,253
2018,4,30,3,0,33.4,483
2018,4,30,4,0,35.2,687
2018,4,30,5,0,36.6,843
2018,4,30,6,0,37.6,934
2018,4,30,7,0,38.2,947
2018,4,30,8,0,38.3,875
2018,4,30,9,0,38,764
2018,4,30,10,0,37.5,579
2018,4,30,11,0,36.5,359
2018,4,30,12,0,34.5,134
2018,4,30,13,0,32.6,0
2018,4,30,14,0,31.7,0
2018,4,30,15,0,30.8,0
2018,4,30,16,0,30,0
2018,4,30,17,0,29.5,0
2018,4,30,18,0,29,0
2018,4,30,19,0,28.5,0
2018,4,30,20,0,27.9,0
2018,4,30,21,0,27.5,0
2018,4,30,22,0,27.1,0
2018,4,30,23,0,26.8,0
2018,5,1,0,0,26.6,0
2018,5,1,1,0,27.6,45
2018,5,1,2,0,29.2,219
2018,5,1,3,0,31.6,431
2018,5,1,4,0,33.5,616
2018,5,1,5,0,34.7,726
2018,5,1,6,0,35.6,858
2018,5,1,7,0,36.1,842
2018,5,1,8,0,36.3,759
2018,5,1,9,0,36,690
2018,5,1,10,0,35.5,457
2018,5,1,11,0,34.8,286
2018,5,1,12,0,33,121
2018,5,1,13,0,31.4,0
2018,5,1,14,0,30.8,0
2018,5,1,15,0,30.2,0
2018,5,1,16,0,29.7,0
2018,5,1,17,0,29.3,0
2018,5,1,18,0,29.1,0
2018,5,1,19,0,28.9,0
2018,5,1,20,0,28.3,0
2018,5,1,21,0,27.7,0
2018,5,1,22,0,27.4,0
2018,5,1,23,0,27.1,0
2018,5,2,0,0,27,0
2018,5,2,1,0,28,48
2018,5,2,2,0,29.9,256
2018,5,2,3,0,32.1,474
2018,5,2,4,0,33.8,643
2018,5,2,5,0,34.9,786
2018,5,2,6,0,35.7,866
2018,5,2,7,0,35.9,948
2018,5,2,8,0,35.7,877
2018,5,2,9,0,35.4,766
2018,5,2,10,0,34.8,585
2018,5,2,11,0,33.7,363
2018,5,2,12,0,31.9,119
2018,5,2,13,0,30.2,0
2018,5,2,14,0,29.6,0
2018,5,2,15,0,29.2,0
2018,5,2,16,0,29,0
2018,5,2,17,0,28.9,0
2018,5,2,18,0,28.7,0
2018,5,2,19,0,28.2,0
2018,5,2,20,0,27.7,0
2018,5,2,21,0,27.3,0
2018,5,2,22,0,27,0
2018,5,2,23,0,26.7,0
2018,5,3,0,0,26.5,0
2018,5,3,1,0,27.3,28
2018,5,3,2,0,29,200
2018,5,3,3,0,31.3,449
2018,5,3,4,0,33,637
2018,5,3,5,0,33.7,791
2018,5,3,6,0,34.2,858
2018,5,3,7,0,34.4,969
2018,5,3,8,0,34.5,844
2018,5,3,9,0,34.3,725
2018,5,3,10,0,34,540
2018,5,3,11,0,33.3,357
2018,5,3,12,0,31.5,136
2018,5,3,13,0,29.9,0
2018,5,3,14,0,29.2,0
2018,5,3,15,0,28.6,0
2018,5,3,16,0,28.1,0
2018,5,3,17,0,27.6,0
2018,5,3,18,0,27.2,0
2018,5,3,19,0,26.9,0
2018,5,3,20,0,26.6,0
2018,5,3,21,0,26.4,0
2018,5,3,22,0,26.2,0
2018,5,3,23,0,25.9,0
2018,5,4,0,0,25.7,0
2018,5,4,1,0,26.7,15
2018,5,4,2,0,27.7,96
2018,5,4,3,0,29,304
2018,5,4,4,0,30.5,466
2018,5,4,5,0,31.9,679
2018,5,4,6,0,32.9,860
2018,5,4,7,0,33.6,879
2018,5,4,8,0,33.8,835
2018,5,4,9,0,33.6,727
2018,5,4,10,0,32.9,550
2018,5,4,11,0,31.7,339
2018,5,4,12,0,29.7,143
